transcription,duration,up_votes,down_votes,age,gender,accent,transcription_original,transcription_clean,word_count,char_count,pitch_mean,energy_mean,zcr_mean,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
İçerisine gül esansı atılan sabun kazanlarının yanında defterime uzun uzun notlar aldım.,4.788,2,1,thirties,male_masculine,unknown,İçerisine gül esansı atılan sabun kazanlarının yanında defterime uzun uzun notlar aldım.,içerisine gül esansı atılan sabun kazanlarının yanında defterime uzun uzun notlar aldım,12,87,172.47739909201576,0.033786964,0.11035488414115646,-305.52573,128.2433,-6.1991596,7.8467884,-8.543107,10.858755,-11.616669,-2.5263677,1.8489556,-3.2387857,-12.612894,22.327745,-17.182405
Kadın beni misafir odasına aldı.,1.872,2,0,thirties,male_masculine,unknown,Kadın beni misafir odasına aldı.,kadın beni misafir odasına aldı,5,31,169.48024190614305,0.035769466,0.10283888432017543,-285.7677,131.06204,-23.244802,21.432093,-4.7187133,11.448399,-9.80471,-7.299667,7.820978,-6.417914,-4.4918094,18.192108,-23.986683
Cevap vermeden dışarı fırladım.,1.872,2,0,thirties,male_masculine,unknown,Cevap vermeden dışarı fırladım.,cevap vermeden dışarı fırladım,4,30,171.9503783714002,0.036622312,0.06162623355263158,-326.21793,135.25493,-15.683735,24.984789,6.4392824,6.295256,-16.469856,3.8527675,2.649228,3.1699955,-7.219619,17.118021,-15.952107
"Söyle, ihtiras ve çılgınlıkta Shakespeare'i, üzüntü ve ıstırapta Dante'yi geçebilir misin?",6.192,2,0,thirties,male_masculine,unknown,"Söyle, ihtiras ve çılgınlıkta Shakespeare'i, üzüntü ve ıstırapta Dante'yi geçebilir misin?",söyle ihtiras ve çılgınlıkta shakespearei üzüntü ve ıstırapta danteyi geçebilir misin,11,85,179.73105809069796,0.038623016,0.12155135389397906,-357.51685,83.94946,14.116789,50.125134,-13.09024,5.838683,-12.480844,2.2760973,2.713145,2.1669784,-2.8777308,3.7789469,-7.445959
Yalnızlığımı hissediyor ve üzülüyordum fakat bundan kurtulmanın mümkün olabileceğini ummuyordum.,5.904,2,0,thirties,male_masculine,unknown,Yalnızlığımı hissediyor ve üzülüyordum fakat bundan kurtulmanın mümkün olabileceğini ummuyordum.,yalnızlığımı hissediyor ve üzülüyordum fakat bundan kurtulmanın mümkün olabileceğini ummuyordum,10,95,176.03612253068948,0.030982299,0.06323778760302198,-352.06992,147.00627,-26.254229,28.587532,-2.0831075,1.8879331,-2.788468,-5.829661,5.458298,-10.257027,-3.1604226,14.052069,-17.97606
"Şehir mektebini okumuş, bitirmişti; sonra içliydi.",3.996,2,0,thirties,male_masculine,unknown,"Şehir mektebini okumuş, bitirmişti; sonra içliydi.",şehir mektebini okumuş bitirmişti sonra içliydi,6,47,166.21731187400493,0.03237024,0.1095150806864754,-376.6076,88.13226,8.865966,57.424805,-12.637963,6.7623906,-9.46641,4.794849,4.008329,2.3217766,-3.9068792,6.05842,-9.357506
Gözlerini kapadı.,1.08,2,0,thirties,male_masculine,unknown,Gözlerini kapadı.,gözlerini kapadı,2,16,176.87577613855152,0.051994644,0.0287628173828125,-301.5408,137.81818,5.6767426,59.606934,-14.463055,13.013931,-24.976677,-6.4341455,5.603206,-1.6905264,-1.9189179,3.7341475,-2.6972537
Daha çok sıkıldım ve sustum.,1.8,2,0,thirties,male_masculine,unknown,Daha çok sıkıldım ve sustum.,daha çok sıkıldım ve sustum,5,27,175.91885222609963,0.03906408,0.13857241030092593,-292.51324,82.261826,5.505505,31.847721,-16.165249,17.30443,-17.689272,-3.961023,-3.2052221,7.0226245,-7.498803,6.9806647,-10.949867
Havran'a yaklaştıkça içime daha çok hüzün çöküyordu.,3.276,2,0,thirties,male_masculine,unknown,Havran'a yaklaştıkça içime daha çok hüzün çöküyordu.,havrana yaklaştıkça içime daha çok hüzün çöküyordu,7,50,195.81091797358252,0.042560786,0.10894956683168316,-309.3132,103.67937,3.2005806,45.184643,-24.15117,10.366723,-20.89835,-5.652891,4.595995,9.439029,-7.208049,4.7812605,-9.040101
Halbuki ortada kimseden saklanacak bir şey yoktu.,2.988,2,0,thirties,male_masculine,unknown,Halbuki ortada kimseden saklanacak bir şey yoktu.,halbuki ortada kimseden saklanacak bir şey yoktu,7,48,192.12121057978723,0.05562643,0.08550824175824176,-272.8595,115.61512,-0.52494633,51.52684,-23.733324,6.884469,-22.656546,-12.904938,0.9797417,2.998692,-7.0334544,7.4823003,-11.72369
Fakat şimdi onu her zamandan ziyade seviyordum.,2.988,2,1,thirties,male_masculine,unknown,Fakat şimdi onu her zamandan ziyade seviyordum.,fakat şimdi onu her zamandan ziyade seviyordum,7,46,177.03501363934893,0.064380474,0.08280391483516483,-263.1948,133.87206,0.7930058,34.6151,-37.1617,12.632142,-22.683382,-7.763478,-0.34728864,5.138795,-4.6405206,4.7028575,-8.771465
"Kalktım, yüzümü yıkadım ve çarçabuk giyindim.",3.168,2,0,thirties,male_masculine,unknown,"Kalktım, yüzümü yıkadım ve çarçabuk giyindim.",kalktım yüzümü yıkadım ve çarçabuk giyindim,6,43,195.76321303963059,0.048724074,0.06585693359375,-361.6039,107.282326,14.060229,46.466583,-16.835936,3.7536976,-3.8838146,-2.3245988,6.088829,3.5196617,-1.5875225,5.455974,-8.5516405
Gene makine gibi akşamüzerleri alışveriş edeceğim.,2.988,2,0,thirties,male_masculine,unknown,Gene makine gibi akşamüzerleri alışveriş edeceğim.,gene makine gibi akşamüzerleri alışveriş edeceğim,6,49,180.23105256618445,0.052247778,0.07622016655219781,-291.3147,107.424866,14.105301,68.588554,-19.841,0.20122488,-20.81969,-7.457348,5.9731545,-0.09865809,-2.5115077,4.555016,-14.256289
"Atma be adaşım, kaç tane kalbin var senin?",2.772,2,0,thirties,male_masculine,unknown,"Atma be adaşım, kaç tane kalbin var senin?",atma be adaşım kaç tane kalbin var senin,8,40,176.83527239667072,0.04694435,0.09474954044117648,-311.7532,128.1048,-4.4236207,28.392883,-22.961037,11.203932,-17.28715,2.676132,7.798683,10.8237705,-3.1199064,4.210183,-5.237763
Şimdi duyulur duyulmaz bir sesle karmakarışık sözler mırıldanıyordu.,4.104,2,0,thirties,male_masculine,unknown,Şimdi duyulur duyulmaz bir sesle karmakarışık sözler mırıldanıyordu.,şimdi duyulur duyulmaz bir sesle karmakarışık sözler mırıldanıyordu,8,67,185.13476679177487,0.061434146,0.09705171130952381,-281.49545,122.404594,9.305221,42.819263,-24.147734,8.515786,-15.484062,-14.221208,2.132918,-0.7277507,-4.3510795,4.8885207,-13.332822
Sırtım da ağrıyor.,1.296,2,0,thirties,male_masculine,unknown,Sırtım da ağrıyor.,sırtım da ağrıyor,3,17,165.16821457277896,0.04480013,0.05503443667763158,-290.7579,108.87474,-2.0113955,41.440723,-24.429302,12.927933,-9.840702,-5.865465,1.1227937,22.655163,-0.8409689,3.0483751,-9.6416235
İçeride kimseler yoktu.,1.404,2,1,thirties,male_masculine,unknown,İçeride kimseler yoktu.,içeride kimseler yoktu,3,22,182.01157212670623,0.052913457,0.0484351181402439,-290.70654,121.739914,3.746138,59.280674,-24.776682,9.352801,-15.057741,-8.073353,4.313299,4.676288,-3.7820587,7.790584,-8.287559
Fakat ikimiz de bundan şikâyetçi değildik.,2.7,2,0,thirties,male_masculine,unknown,Fakat ikimiz de bundan şikâyetçi değildik.,fakat ikimiz de bundan şikyetçi değildik,6,40,184.99258008806882,0.053874556,0.10943454649390244,-290.90372,93.19749,13.320966,59.144775,-20.26888,1.5460429,-14.773284,-4.6090317,2.8482563,0.42040893,0.12241063,4.3870597,-14.242159
Resmi masanın üzerine bıraktım.,1.692,2,0,thirties,male_masculine,unknown,Resmi masanın üzerine bıraktım.,resmi masanın üzerine bıraktım,4,30,211.40206353271438,0.06086663,0.06624348958333333,-285.76334,117.50785,1.9763626,35.44166,-14.736099,7.046607,-21.905054,-10.64583,1.4559354,5.051294,0.8548587,2.7827876,-11.448205
"Hele benimle samimi olduğunu, bana içini açtığını iddia etmek aklımdan bile geçmez.",5.4,2,1,thirties,male_masculine,unknown,"Hele benimle samimi olduğunu, bana içini açtığını iddia etmek aklımdan bile geçmez.",hele benimle samimi olduğunu bana içini açtığını iddia etmek aklımdan bile geçmez,12,81,191.4841702432335,0.04717474,0.09162038780120482,-332.73758,107.94781,3.9389138,50.80562,-19.74898,4.6272955,-15.749053,-5.5110354,6.841157,-0.8124761,-1.6655283,3.9152045,-10.516572
Nereye gittiğimizi merak etmeye başladım.,2.376,2,0,thirties,male_masculine,unknown,Nereye gittiğimizi merak etmeye başladım.,nereye gittiğimizi merak etmeye başladım,5,40,169.33576266731356,0.063832045,0.06446668836805555,-282.45078,133.31326,-2.1662192,73.64218,-29.725237,0.59657043,-13.916069,-3.2371778,6.536064,-5.561425,1.8060099,2.693533,-10.98894
İlk defa bu anda mahut siyah kaplı defteri hatırladım.,3.096,2,0,thirties,male_masculine,unknown,İlk defa bu anda mahut siyah kaplı defteri hatırladım.,ilk defa bu anda mahut siyah kaplı defteri hatırladım,9,53,198.38593394652946,0.05500608,0.08914768949468085,-282.68433,121.72288,10.109299,35.350285,-34.38315,15.304738,-15.702225,-9.81114,-0.007401365,6.3971176,-4.123712,8.693502,-10.355985
"Küçük bir çocuk gibi ona sokuluyor, başımı o tarafa büküyordum.",3.888,2,0,thirties,male_masculine,unknown,"Küçük bir çocuk gibi ona sokuluyor, başımı o tarafa büküyordum.",küçük bir çocuk gibi ona sokuluyor başımı o tarafa büküyordum,10,61,180.91073302550558,0.044854302,0.08403771664915967,-327.8955,114.45185,5.1320815,44.651367,-11.8955345,4.0534077,-2.9606159,-7.581307,0.7908014,-1.0050052,-6.9182405,7.2628174,-14.483362
Buna rağmen ben devam ediyordum.,1.872,2,0,thirties,male_masculine,unknown,Buna rağmen ben devam ediyordum.,buna rağmen ben devam ediyordum,5,31,161.75591515174847,0.07415984,0.03717790570175439,-279.0754,174.96616,-10.239453,38.41047,-33.361908,16.005756,-11.685317,-13.500223,8.629153,6.5421767,-0.6648106,6.257476,-7.792924
Siz döndükten pek az zaman sonra biz de pansiyondan ayrıldık.,3.204,2,0,thirties,male_masculine,unknown,Siz döndükten pek az zaman sonra biz de pansiyondan ayrıldık.,siz döndükten pek az zaman sonra biz de pansiyondan ayrıldık,10,60,190.15286357632846,0.06648751,0.07021685728092783,-265.3058,128.30591,6.0038347,41.718494,-24.681482,8.393941,-21.78015,-10.752356,3.7447014,2.25903,-1.8480839,4.56746,-11.508609
Gölün üzerinde kısa etekli kızlar ve paçaları bağlı delikanlılar hiç durmadan kayıyorlardı.,6.084,2,0,thirties,male_masculine,unknown,Gölün üzerinde kısa etekli kızlar ve paçaları bağlı delikanlılar hiç durmadan kayıyorlardı.,gölün üzerinde kısa etekli kızlar ve paçaları bağlı delikanlılar hiç durmadan kayıyorlardı,12,90,168.30338924377548,0.05031036,0.08697899351728723,-307.09998,117.62255,7.803084,40.31438,-19.543196,6.9225297,-17.010757,-5.124851,-2.706975,4.4563646,-2.9621098,4.4082966,-8.396966
Saat henüz üçtü.,1.404,2,0,thirties,male_masculine,unknown,Saat henüz üçtü.,saat henüz üçtü,3,15,190.06473646240448,0.05214155,0.08000666920731707,-286.5886,105.52535,-5.088189,49.09017,-21.228708,5.275131,-7.091606,6.459657,-2.0381324,9.178624,-4.401637,2.3563979,-6.133985
Enseme bir kamçı yemiş gibi silkindim.,2.484,2,0,thirties,male_masculine,unknown,Enseme bir kamçı yemiş gibi silkindim.,enseme bir kamçı yemiş gibi silkindim,6,37,168.71168905672278,0.057070676,0.13844058388157895,-278.09293,86.40713,15.291412,61.263363,-12.077534,5.354885,-14.357311,3.5366263,0.92443496,0.77540004,-8.137306,9.14883,-13.916165
Hayat beni kaybetmekle hiçbir şey ziyan etmeyecekti.,2.988,2,1,thirties,male_masculine,unknown,Hayat beni kaybetmekle hiçbir şey ziyan etmeyecekti.,hayat beni kaybetmekle hiçbir şey ziyan etmeyecekti,7,51,166.22539670676767,0.049293645,0.08739697802197802,-295.15353,103.29157,7.4922357,70.7862,-21.356033,0.589062,-20.461487,3.9648898,0.92717904,-2.2585278,-0.65616584,8.739879,-13.015545
"Mektepten dönen büyük kız içeri girdi, babasının yanaklarını öptü.",4.284,2,0,thirties,male_masculine,unknown,"Mektepten dönen büyük kız içeri girdi, babasının yanaklarını öptü.",mektepten dönen büyük kız içeri girdi babasının yanaklarını öptü,9,64,181.7113896229298,0.049458604,0.07175514914772728,-336.27414,119.36844,7.806374,52.462124,-17.984335,1.4481204,-17.504164,-8.150612,9.4901085,-4.508156,1.6167151,1.0622035,-11.504353
"Kâğıtları aldı, yanına bıraktı.",2.484,2,0,thirties,male_masculine,unknown,"Kâğıtları aldı, yanına bıraktı.",kğıtları aldı yanına bıraktı,4,28,181.9721952795064,0.05661164,0.05482241981907895,-324.65515,111.08216,12.540429,41.78442,-24.640778,9.41167,-13.625385,-7.605088,5.3542824,9.395611,2.2554083,3.979626,-7.445857
"Ara sıra hayata tekrar döner gibi olduğum, yaşadığımı zannettiğim oldu.",4.5,2,0,thirties,male_masculine,unknown,"Ara sıra hayata tekrar döner gibi olduğum, yaşadığımı zannettiğim oldu.",ara sıra hayata tekrar döner gibi olduğum yaşadığımı zannettiğim oldu,10,69,174.25006454539707,0.05833679,0.06663977581521739,-306.21423,123.52052,13.949715,35.734173,-22.440498,2.8830745,-14.627824,-10.963846,4.261265,3.19289,-5.44222,6.0674815,-15.245071
Halbuki değildim.,1.08,2,0,thirties,male_masculine,unknown,Halbuki değildim.,halbuki değildim,2,16,165.3826048687746,0.04619985,0.0292816162109375,-319.80115,126.25851,11.575401,57.95463,-0.9713832,6.517782,-8.540503,-4.2928777,-0.56859505,-2.4270947,-2.142166,4.757227,-9.900606
Ellerini çekme.,1.08,2,0,thirties,male_masculine,unknown,Ellerini çekme.,ellerini çekme,2,14,200.463260288499,0.057980187,0.04779052734375,-291.85638,115.44979,9.616465,59.733036,-8.773472,-1.197644,-21.683205,-0.7557826,10.126348,-6.0006385,0.8342308,7.8071146,-7.633268
Hakikaten ta dipte defter gibi bir şey vardı.,2.988,2,0,thirties,male_masculine,unknown,Hakikaten ta dipte defter gibi bir şey vardı.,hakikaten ta dipte defter gibi bir şey vardı,8,44,200.29710443838914,0.042785928,0.06903009100274725,-326.74887,115.258766,6.499492,51.234886,-10.72879,3.4116807,-24.638275,-6.765658,5.9062414,2.686102,-5.602265,2.0761518,-9.936722
Hiçbirimiz bilmezdik.,1.584,2,0,thirties,male_masculine,unknown,Hiçbirimiz bilmezdik.,hiçbirimiz bilmezdik,2,20,200.5183033758885,0.057197608,0.07740816156914894,-284.94873,85.621544,20.344336,59.969654,-11.074686,-2.2267432,-10.4826565,0.5873059,-3.561267,2.338947,-4.739438,6.228553,-18.04204
Şimdi hatırlayamıyorum tabii.,1.692,2,0,thirties,male_masculine,unknown,Şimdi hatırlayamıyorum tabii.,şimdi hatırlayamıyorum tabii,3,28,170.6436798978639,0.041808326,0.03660194546568627,-329.4677,138.095,9.194669,53.305725,-9.221332,-5.6301527,-10.830854,-13.045703,2.3945205,3.8293045,5.102765,-2.3184314,-10.742633
Bakışları dumanlı ve manasızdı.,2.196,2,0,thirties,male_masculine,unknown,Bakışları dumanlı ve manasızdı.,bakışları dumanlı ve manasızdı,4,30,169.7037750953469,0.066107325,0.08152077414772728,-268.0407,137.74806,0.49596295,32.69661,-24.00677,17.849586,-16.304855,-9.97997,0.8241869,4.527342,-4.9264746,4.7459645,-9.409223
"Maria Puder, tek yataklı bir odadaydı.",2.772,2,0,thirties,male_masculine,unknown,"Maria Puder, tek yataklı bir odadaydı.",maria puder tek yataklı bir odadaydı,6,36,192.0545395738771,0.034375668,0.05330307904411765,-366.5235,117.480576,-0.5522936,41.66169,-13.513136,9.857531,-10.296077,-9.237602,0.8826933,3.0537767,3.3119235,-3.1782668,-5.4774203
Ondan sonra en aşağılık katil bile yaptığı iş için kafi mazeretler tedarik etmiştir.,5.796,2,0,thirties,male_masculine,unknown,Ondan sonra en aşağılık katil bile yaptığı iş için kafi mazeretler tedarik etmiştir.,ondan sonra en aşağılık katil bile yaptığı iş için kafi mazeretler tedarik etmiştir,13,83,167.23760050999704,0.036621165,0.1349974903980447,-315.22757,104.15854,13.607606,45.042168,-20.108885,5.6698003,-11.710855,-9.738261,-0.79141015,8.474089,-10.983249,9.764159,-12.5628605
"Sonra güzelce üstünü örttüm, tekrar başucuna oturdum.",3.996,2,0,thirties,male_masculine,unknown,"Sonra güzelce üstünü örttüm, tekrar başucuna oturdum.",sonra güzelce üstünü örttüm tekrar başucuna oturdum,7,51,156.58085471335295,0.031785578,0.06342453253073771,-381.85526,110.804016,16.28191,38.14886,0.562675,10.236842,-3.6206071,-7.6259336,-2.6063306,11.093183,-7.945132,8.960081,-6.3085613
Biraz kendini topladı.,1.584,2,0,thirties,male_masculine,unknown,Biraz kendini topladı.,biraz kendini topladı,3,21,161.5723947181629,0.048059214,0.03339012632978723,-279.90506,114.61195,15.945915,40.0947,-14.266717,9.006019,-16.823626,0.57958937,0.9299512,10.214694,-7.7318635,9.786995,-9.40714
Raif efendinin kulağına eğilip bir şeyler söyledi.,3.204,2,1,thirties,male_masculine,unknown,Raif efendinin kulağına eğilip bir şeyler söyledi.,raif efendinin kulağına eğilip bir şeyler söyledi,7,49,156.99008420496435,0.040987357,0.06893826514175258,-304.77026,115.10247,5.112172,54.84173,-7.186595,3.8514962,-16.804953,-6.0244617,2.6497343,2.998375,-6.9481916,10.557835,-8.99996
Fakat onu böyle göreceğimi aklıma getirmezdim.,2.988,2,0,thirties,male_masculine,unknown,Fakat onu böyle göreceğimi aklıma getirmezdim.,fakat onu böyle göreceğimi aklıma getirmezdim,6,45,201.02819346318174,0.04337704,0.04315655048076923,-355.35376,124.79733,13.420502,41.29399,-18.024136,1.5152038,-7.117369,-9.757712,-3.0470438,5.898233,0.9723374,6.0801225,-13.024888
Bir insana bir insan herhalde yeterdi.,2.7,2,0,thirties,male_masculine,unknown,Bir insana bir insan herhalde yeterdi.,bir insana bir insan herhalde yeterdi,6,37,163.18302644589815,0.042569563,0.06848442263719512,-312.09067,121.4941,15.72864,42.323692,-8.630896,4.5604925,-17.842045,0.3632113,3.2245886,9.059677,-4.9300156,9.665546,-13.587004
Babam beni İstanbul'a göndermeye karar verdi.,2.7,2,0,thirties,male_masculine,unknown,Babam beni İstanbul'a göndermeye karar verdi.,babam beni istanbula göndermeye karar verdi,6,43,181.45561100072928,0.049565986,0.05143626143292683,-334.75842,139.23938,7.6111965,45.361347,-18.090637,-6.1627574,-11.400857,-7.505457,5.9959965,5.010211,-0.6016194,2.6410391,-8.330009
Maria elime tekrar bir kadeh tutuşturarak fısıldadı.,3.204,2,0,thirties,male_masculine,unknown,Maria elime tekrar bir kadeh tutuşturarak fısıldadı.,maria elime tekrar bir kadeh tutuşturarak fısıldadı,7,51,179.00059800856238,0.039134823,0.11852649806701031,-305.60538,112.21113,-0.6933783,45.945065,-5.8895636,-7.110282,-14.946798,-9.129527,-5.435573,9.503872,-8.863761,10.628737,-9.261943
Hamdi beni yalnız bırakarak yıkanmaya gitti.,2.376,2,0,thirties,male_masculine,unknown,Hamdi beni yalnız bırakarak yıkanmaya gitti.,hamdi beni yalnız bırakarak yıkanmaya gitti,6,43,169.85221538334847,0.034628075,0.052802191840277776,-346.69833,138.62883,5.79513,62.09266,-23.744621,1.8276201,-12.365698,-5.715171,4.137514,-3.7629514,6.248453,2.1180677,-11.113491
"Fakat bunları bu kadar dar bir vakte sıkıştırmaktansa, hiç söylememeyi tercih ediyordum.",5.904,2,0,thirties,male_masculine,unknown,"Fakat bunları bu kadar dar bir vakte sıkıştırmaktansa, hiç söylememeyi tercih ediyordum.",fakat bunları bu kadar dar bir vakte sıkıştırmaktansa hiç söylememeyi tercih ediyordum,12,86,163.6846180292243,0.029750405,0.10532924107142858,-375.37354,108.56001,5.1382303,37.176376,-17.522177,10.05733,-9.601613,-1.6053936,-3.756903,1.5010284,5.2600827,0.07780624,-9.465348
Kısa kesilmiş saçlarının tepesi açılmaya başlamıştı.,3.204,2,0,thirties,male_masculine,unknown,Kısa kesilmiş saçlarının tepesi açılmaya başlamıştı.,kısa kesilmiş saçlarının tepesi açılmaya başlamıştı,6,51,174.0284899925258,0.03330261,0.17939050418814434,-308.8145,82.8651,9.223708,40.760174,-11.3395195,11.999497,-21.810974,6.9777713,-6.978086,4.798662,-4.6659636,5.8575516,-14.856818
Bütün dünyada yalnızım.,1.476,2,1,thirties,male_masculine,unknown,Bütün dünyada yalnızım.,bütün dünyada yalnızım,3,22,176.88786590004136,0.04488473,0.03182705965909091,-337.82928,121.215034,4.921625,54.877773,-10.06863,1.430957,-1.5397236,0.63057387,5.2985845,-2.7995036,1.9228019,1.0443772,-5.3877335
Yoksa siz de mi Yahudi düşmanısınız?,2.196,2,0,thirties,male_masculine,unknown,Yoksa siz de mi Yahudi düşmanısınız?,yoksa siz de mi yahudi düşmanısınız,6,35,174.92321514143572,0.03625448,0.1284475615530303,-322.24307,87.54254,19.034706,39.16219,-7.4303184,12.497086,-9.394661,1.4812642,-4.4820414,-2.0265894,0.44450828,4.103021,-14.394233
Daha ben doğmadan Katolik olmuş!,1.98,2,0,thirties,male_masculine,unknown,Daha ben doğmadan Katolik olmuş!,daha ben doğmadan katolik olmuş,5,31,160.95387510217918,0.040570963,0.08397623697916666,-303.9678,146.22401,-20.374676,35.010532,-29.373074,20.23292,-8.252254,-8.570662,1.1684057,-0.15280508,2.8242655,2.3941116,-2.2840056
Bir an evvel vaktin geçmesini istediği besbelliydi.,3.204,2,0,thirties,male_masculine,unknown,Bir an evvel vaktin geçmesini istediği besbelliydi.,bir an evvel vaktin geçmesini istediği besbelliydi,7,50,166.67142896697473,0.04101955,0.11044720521907217,-312.3481,107.951164,6.8073335,60.566475,-12.506016,5.013261,-14.183689,3.1379535,-7.344109,-4.984925,-1.4037038,2.9574523,-12.893597
Evvela anlayamayarak yüzüne baktım.,2.304,2,0,thirties,male_masculine,unknown,Evvela anlayamayarak yüzüne baktım.,evvela anlayamayarak yüzüne baktım,4,34,163.23030202680027,0.040565446,0.05386662137681159,-310.37186,137.32358,-14.72239,45.677044,-26.414223,18.123083,-16.615345,-3.7008348,4.76681,3.651606,5.4663544,2.4979908,1.0256795
Dün akşam Kürk Mantolu Madonna'ya orada ve tam bu sıralarda rastlamıştım.,4.572,2,0,thirties,male_masculine,unknown,Dün akşam Kürk Mantolu Madonna'ya orada ve tam bu sıralarda rastlamıştım.,dün akşam kürk mantolu madonnaya orada ve tam bu sıralarda rastlamıştım,11,71,173.17865885964162,0.036808487,0.0952806405141844,-333.4302,133.39996,-2.3473735,26.634787,-29.643227,23.155771,-11.013355,-3.9761083,-2.324914,6.0435953,-1.9277842,5.374031,-4.110998
Ve ben bu anda başka hiçbir şey istemiyordum.,3.276,2,0,thirties,male_masculine,unknown,Ve ben bu anda başka hiçbir şey istemiyordum.,ve ben bu anda başka hiçbir şey istemiyordum,8,44,164.78529366482752,0.03925231,0.12321608137376237,-339.10522,116.95239,0.2583721,41.650524,-14.0709915,13.285418,-10.635196,-1.2075953,-1.540187,2.6588516,0.69539285,5.9860606,-11.948822
Küçük bir parka girip oturdum.,1.692,2,0,thirties,male_masculine,unknown,Küçük bir parka girip oturdum.,küçük bir parka girip oturdum,5,29,166.03748260551401,0.035001654,0.040335860906862746,-336.46692,137.77983,-9.168834,55.52486,-9.739855,10.464286,-1.4059811,-5.2478004,-5.721893,-9.052024,2.0513322,1.9059767,-10.150827
Holdeki iskemlelerden birine çökerek avaz avaz ağlamaya başladı.,4.104,2,0,thirties,male_masculine,unknown,Holdeki iskemlelerden birine çökerek avaz avaz ağlamaya başladı.,holdeki iskemlelerden birine çökerek avaz avaz ağlamaya başladı,8,63,157.8531826906877,0.03759492,0.0836821056547619,-323.60083,123.43397,-1.1110923,40.982014,-28.553839,15.232885,-18.510769,-0.5720877,-2.580512,-0.44561926,5.1992583,4.1925526,-4.684174
Ve onu herhalde çok kucakladın.,1.98,2,0,thirties,male_masculine,unknown,Ve onu herhalde çok kucakladın.,ve onu herhalde çok kucakladın,5,30,167.22244499655199,0.03660125,0.06973470052083333,-321.6665,131.86934,-8.884622,37.53509,-13.610816,19.721178,-17.4226,0.3356439,-4.4329743,4.011765,-1.4834534,4.199754,-4.6511993
İnsanlara olduklarından başka gözlerle bakmakta ısrar edişime içerliyordum.,4.572,2,0,thirties,male_masculine,unknown,İnsanlara olduklarından başka gözlerle bakmakta ısrar edişime içerliyordum.,insanlara olduklarından başka gözlerle bakmakta ısrar edişime içerliyordum,8,74,172.2026156768197,0.036487196,0.11113419769503546,-314.94632,119.38018,5.003628,36.03308,-24.142315,11.079557,-14.768956,-5.968833,-6.236058,-1.4055674,1.8436706,0.785711,-10.482354
Hastalık zatülcenpti.,2.484,2,0,thirties,male_masculine,unknown,Hastalık zatülcenpti.,hastalık zatülcenpti,2,20,214.94958069107489,0.0349329,0.06977282072368421,-374.22614,88.35698,25.088669,28.785603,-13.229179,19.362862,-16.42037,7.8681455,-2.9405003,2.4809556,4.52294,5.98342,-9.581231
İçime ondan başka hiçbir kimsenin girmesine müsaade etmemiştim.,3.888,2,0,thirties,male_masculine,unknown,İçime ondan başka hiçbir kimsenin girmesine müsaade etmemiştim.,içime ondan başka hiçbir kimsenin girmesine müsaade etmemiştim,8,62,177.46960970567787,0.034471914,0.14702189469537816,-328.8458,92.48023,14.36151,50.34219,-16.632284,10.945667,-19.633207,5.5708184,-5.6133533,-5.979673,-2.0726094,3.8011167,-16.129354
Öğleye kadar bu hal devam etti.,2.088,2,0,thirties,male_masculine,unknown,Öğleye kadar bu hal devam etti.,öğleye kadar bu hal devam etti,6,30,170.46403678416326,0.043320563,0.04954117063492063,-323.60995,132.76555,2.0385346,44.518463,-23.831373,14.381607,-19.60797,-0.49774286,-3.402093,2.6191797,8.615163,-0.8689074,-0.19859096
Yanıma sokuldu.,1.08,2,0,thirties,male_masculine,unknown,Yanıma sokuldu.,yanıma sokuldu,2,14,155.72230466819664,0.04066299,0.030517578125,-323.52667,142.97734,12.519864,41.41462,-25.445314,15.177124,-2.2121446,-1.3979117,0.003218174,-6.894957,1.892837,10.357303,-12.381193
Bu harikulade güzel rüya ne kadar çok devam ederse o kadar iyiydi.,4.176,2,0,thirties,male_masculine,unknown,Bu harikulade güzel rüya ne kadar çok devam ederse o kadar iyiydi.,bu harikulade güzel rüya ne kadar çok devam ederse o kadar iyiydi,12,65,180.1488299260329,0.034053482,0.07718628875968993,-346.26297,125.48524,10.950476,46.126854,-24.641413,12.441266,-21.27436,-1.3029379,2.8288352,-4.7872257,4.9048357,-3.4871888,-5.3159084
Maria herhalde pencerede beni bekliyordu.,2.592,2,0,thirties,male_masculine,unknown,Maria herhalde pencerede beni bekliyordu.,maria herhalde pencerede beni bekliyordu,5,40,168.44822873763,0.036242753,0.03591648536392405,-365.07922,143.27289,4.793273,56.76741,-20.918465,1.1927415,-17.152136,-2.4494984,7.1457143,-4.448893,6.5773387,1.8079944,-7.6771293
Meslek kitapları dışındaki okumayı da azaltacaktım.,3.492,2,0,thirties,male_masculine,unknown,Meslek kitapları dışındaki okumayı da azaltacaktım.,meslek kitapları dışındaki okumayı da azaltacaktım,6,50,196.01322047180236,0.025859796,0.058078088492990655,-385.88605,118.87232,12.055523,32.548733,-11.174444,11.23506,-15.677132,3.3459427,-0.39682013,1.8834709,2.2969098,1.7782617,-17.972345
